feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,score
7.7,0.26,0.4,1.1,0.75,0.042,9,60,19,0.9915,2.89,92,0.5,10.6,5
6.8,0.32,0.34,1.2,0.85,0.044,14,67,18,0.9919,3.05,26,0.47,10.6,4
7,0.3,0.49,4.7,0.5,0.036,17,105,14,0.9916,3.26,50,0.68,12.4,7
7,0.24,0.36,2.8,0.85,0.034,22,112,29,0.99,3.19,60,0.38,12.6,8
6.1,0.31,0.58,5,0.65,0.039,36,114,29,0.9909,3.3,27,0.6,12.3,8
6.8,0.44,0.37,5.1,0.7,0.047,46,201,31,0.9938,3.08,26,0.65,10.5,4
6.7,0.34,0.3,15.6,0.7,0.054,51,196,13,0.9982,3.19,100,0.49,9.3,5
7.1,NA,0.24,15.4,0.75,0.055,46,198,24,0.9988,3.12,44,0.49,8.8,5
7.3,0.32,0.25,7.2,0.55,0.056,47,180,11,0.9961,3.08,87,0.47,8.8,5
6.5,0.28,0.33,15.7,0.9,0.053,51,190,11,0.9978,3.22,26,0.51,9.7,6
7.2,0.23,0.39,14.2,0.85,0.058,49,192,25,0.9979,2.98,12,0.48,9,7
7.2,0.23,0.39,14.2,0.55,0.058,49,192,44,0.9979,2.98,72,0.48,9,7
7.2,0.23,0.39,14.2,0.55,0.058,49,192,48,0.9979,2.98,23,0.48,9,7
7.2,0.23,0.39,14.2,0.8,0.058,49,192,48,0.9979,2.98,87,0.48,9,7
5.9,0.15,0.31,5.8,0.9,0.041,53,155,31,0.9945,3.52,45,0.46,10.5,6
7.4,0.28,0.42,19.8,0.7,0.066,53,195,43,1,2.96,93,0.44,9.1,5
6.2,0.28,0.22,7.3,0.95,0.041,26,157,46,0.9957,3.44,61,0.64,9.8,7
9.1,0.59,0.38,1.6,0.8,0.066,34,182,19,0.9968,3.23,77,0.38,8.5,3
6.3,0.33,0.27,1.2,0.85,0.046,34,175,37,0.9934,3.37,33,0.54,9.4,6
8.3,0.39,0.7,10.6,0.8,0.045,33,169,13,0.9976,3.09,63,0.57,9.4,5
7.2,0.19,0.46,3.8,1,0.041,82,187,10,0.9932,3.19,36,0.6,11.2,7
7.5,0.17,0.44,11.3,0.65,0.046,65,146,50,0.997,3.17,97,0.45,10,6
6.7,0.17,0.5,2.1,0.8,0.043,27,122,46,0.9923,3.15,95,0.45,10.3,6
6.1,0.41,0,1.6,0.55,0.063,36,87,48,0.9914,3.27,50,0.67,10.8,6
8.3,0.2,0.35,0.9,0.9,0.05,12,74,20,0.992,3.13,96,0.38,10.5,6
6.1,0.41,0,1.6,0.7,0.063,36,87,42,0.9914,3.27,58,0.67,10.8,6
6,0.29,0.21,1.3,0.9,0.055,42,168,20,0.9914,3.32,30,0.43,11.1,6
7.3,0.41,0.24,6.8,0.5,0.057,41,163,50,0.9949,3.2,7,0.41,9.9,6
7.3,0.41,0.24,6.8,1,0.057,41,163,28,0.9949,3.2,83,0.41,9.9,6
7.2,0.43,0.24,6.7,0.95,0.058,40,163,28,0.995,3.2,16,0.41,9.9,5
7.3,0.4,0.24,6.7,0.7,0.058,41,166,14,0.995,3.2,2,0.41,9.9,6
6.2,0.33,0.27,4.9,0.85,0.036,30,134,36,0.9927,3.2,28,0.42,10.4,7
6.2,0.31,0.26,4.8,0.95,0.037,36,148,20,0.9928,3.21,56,0.41,10.4,6
6.1,0.36,0.27,2.1,1,0.035,16,100,23,0.9917,3.4,1,0.71,11.5,7
5,0.55,0.14,8.3,0.65,0.032,35,164,27,0.9918,3.53,7,0.51,12.5,8
7.8,0.25,0.41,3.7,0.95,0.042,37,149,34,0.9954,3.36,67,0.45,10,6
5.7,0.36,0.21,6.7,0.85,0.038,51,166,24,0.9941,3.29,95,0.63,10,6
5.8,0.34,0.21,6.6,0.7,0.04,50,167,19,0.9941,3.29,2,0.62,10,5
6.8,0.28,0.6,1.1,0.55,0.132,42,127,43,0.9934,3.09,83,0.44,9.1,6
6.8,0.25,0.34,4.7,0.7,0.031,34,134,28,0.9927,3.21,61,0.38,10.6,6
6.6,0.24,0.35,7.7,1,0.031,36,135,50,0.9938,3.19,96,0.37,10.5,5
5.9,0.3,0.47,7.85,1,0.03,19,133,29,0.9933,3.52,32,0.43,11.5,7
6.1,0.125,0.25,3.3,0.5,0.04,10,69,50,0.9934,3.54,64,0.59,10.1,6
6,0.1,0.24,1.1,0.85,0.041,15,65,31,0.9927,3.61,67,0.61,10.3,7
6.6,0.24,0.35,7.7,0.7,0.031,36,135,39,0.9938,3.19,72,0.37,10.5,5
6.8,0.25,0.34,4.7,0.6,0.031,34,134,23,0.9927,3.21,42,0.38,10.6,6
6.8,0.28,0.44,9.3,0.7,0.031,35,137,49,0.9946,3.16,23,0.36,10.4,6
8.3,0.41,0.51,2,0.7,0.046,11,207,38,0.993,3.02,51,0.55,11.4,5
7.5,0.27,0.31,5.8,0.6,0.057,131,313,12,0.9946,3.18,6,0.59,10.5,5
7.9,0.26,0.41,15.15,0.95,0.04,38,216,35,0.9976,2.96,74,0.6,10,6
6.4,0.34,0.23,6.3,0.6,0.039,37,143,13,0.9944,3.19,74,0.65,10,6
6.5,0.28,0.35,15.4,0.65,0.042,55,195,11,0.9978,3.23,16,0.5,9.6,6
7.2,0.21,0.41,1.3,1,0.036,33,85,19,0.992,3.17,9,0.51,10.4,5
6.4,0.32,0.35,4.8,0.85,0.03,34,101,10,0.9912,3.36,19,0.6,12.5,8
6.8,0.24,0.34,4.6,0.95,0.032,37,135,36,0.9927,3.2,97,0.39,10.6,5
6.3,0.23,0.3,1.8,0.6,0.033,16,91,41,0.9906,3.28,83,0.4,11.8,6
6.5,0.28,0.34,9.9,0.8,0.038,30,133,28,0.9954,3.11,15,0.44,9.8,5
5.6,0.26,0.26,5.7,0.65,0.031,12,80,23,0.9923,3.25,63,0.38,10.8,5
6.3,0.23,0.3,1.8,0.9,0.033,16,91,11,0.9906,3.28,61,0.4,11.8,6
6.3,0.23,0.33,1.5,0.8,0.036,15,105,42,0.991,3.32,70,0.42,11.2,6
5.8,0.27,0.27,12.3,0.65,0.045,55,170,13,0.9972,3.28,80,0.42,9.3,6
5.9,0.26,0.4,1.3,0.95,0.047,12,139,35,0.9945,3.45,87,0.53,10.4,5
6.6,0.18,0.35,1.5,0.55,0.049,49,141,43,0.9934,3.43,5,0.85,10.2,7
7.4,0.2,0.43,7.8,0.9,0.045,27,153,16,0.9964,3.19,68,0.55,9,7
8,0.24,0.36,1.5,0.8,0.047,17,129,40,0.9948,3.2,22,0.54,10,6
6.4,0.26,0.42,9.7,0.9,0.044,30,140,42,0.9962,3.18,100,0.47,9.1,6
5.4,0.31,0.47,3,0.75,0.053,46,144,36,0.9931,3.29,33,0.76,10,5
5.4,0.29,0.47,3,0.9,0.052,47,145,41,0.993,3.29,24,0.75,10,6
7.1,0.145,0.33,4.6,0.9,0.05,33,131,22,0.9942,3.28,76,0.4,9.6,6
5.6,0.34,0.1,1.3,0.5,0.031,20,68,15,0.9906,3.36,28,0.51,11.2,7
6.7,0.19,0.41,15.6,0.55,0.056,75,155,49,0.9995,3.2,50,0.44,8.8,6
7.8,0.18,0.46,13.6,0.8,0.052,38,118,19,0.998,3.15,42,0.5,10,6
7.6,0.17,0.45,11.2,1,0.054,56,137,48,0.997,3.15,69,0.47,10,5
6.3,0.12,0.36,2.1,0.65,0.044,47,146,11,0.9914,3.27,95,0.74,11.4,7
7.3,0.33,0.4,6.85,0.65,0.038,32,138,36,0.992,3.03,86,0.3,11.9,7
5.5,0.335,0.3,2.5,0.7,0.071,27,128,32,0.9924,3.14,23,0.51,9.6,6
7.3,0.33,0.4,6.85,1,0.038,32,138,44,0.992,3.03,72,0.3,11.9,7
5.8,0.4,0.42,4.4,0.75,0.047,38.5,245,16,0.9937,3.25,50,0.57,9.6,6
7.3,0.22,0.37,14.3,0.75,0.063,48,191,17,0.9978,2.89,98,0.38,9,6
7.3,0.22,0.37,14.3,0.75,0.063,48,191,26,0.9978,2.89,86,0.38,9,6
6.1,0.36,0.33,1.1,0.55,0.05,24,169,50,0.9927,3.15,1,0.78,9.5,6
10,0.2,0.39,1.4,0.85,0.05,19,152,49,0.994,3,95,0.42,10.4,6
6.9,0.24,0.34,4.7,0.55,0.04,43,161,37,0.9935,3.2,59,0.59,10.6,6
6.4,0.24,0.32,14.9,0.85,0.047,54,162,49,0.9968,3.28,14,0.5,10.2,6
7.1,0.365,0.14,1.2,0.85,0.055,24,84,35,0.9941,3.15,57,0.43,8.9,5
6.8,0.15,0.3,5.3,0.85,0.05,40,127,46,0.9942,3.4,31,0.39,9.7,6
7.3,0.22,0.37,14.3,0.65,0.063,48,191,14,0.9978,2.89,62,0.38,9,6
6.8,0.16,0.4,2.3,0.55,0.037,18,102,24,0.9923,3.49,98,0.42,11.4,7
6,0.26,0.32,3.5,0.55,0.028,29,113,48,0.9912,3.4,8,0.71,12.3,7
6,0.18,0.27,1.5,0.8,0.089,40,143,46,0.9923,3.49,28,0.62,10.8,6
6.9,0.33,0.21,1,0.5,0.053,39,148,34,0.9927,3.12,1,0.45,9.4,6
7.7,0.29,0.48,2.3,0.95,0.049,36,178,31,0.9931,3.17,31,0.64,10.6,6
7.1,0.39,0.35,12.5,0.6,0.044,26,72,38,0.9941,3.17,14,0.29,11.6,5
6.9,0.33,0.21,1,0.5,0.053,39,148,39,0.9927,3.12,62,0.45,9.4,6
7.7,0.29,0.48,2.3,1,0.049,36,178,28,0.9931,3.17,82,0.64,10.6,6
6.6,0.905,0.19,0.8,0.65,0.048,17,204,19,0.9934,3.34,8,0.56,10,5
7.2,0.27,0.27,2.4,0.8,0.048,30,149,30,0.9936,3.1,22,0.51,9.2,6
5.1,0.33,0.22,1.6,0.55,0.027,18,89,45,0.9893,3.51,51,0.38,12.5,7
5.1,0.33,0.22,1.6,0.8,0.027,18,89,42,0.9893,3.51,20,0.38,12.5,7
6.4,0.31,0.28,1.5,0.6,0.037,12,119,38,0.9919,3.32,37,0.51,10.4,7
7.3,0.2,0.44,1.4,0.5,0.045,21,98,46,0.9924,3.15,16,0.46,10,7
5.7,0.32,0.5,2.6,0.75,0.049,17,155,14,0.9927,3.22,40,0.64,10,6
6.4,0.31,0.28,1.5,0.9,0.037,12,119,35,0.9919,3.32,59,0.51,10.4,7
7.3,0.2,0.44,1.4,0.5,0.045,21,98,46,0.9924,3.15,87,0.46,10,7
7.2,0.28,0.26,12.5,1,0.046,48,179,17,0.9975,3.1,29,0.52,9,6
7.5,0.35,0.28,9.6,0.9,0.051,26,157,28,0.9969,3.12,16,0.53,9.2,6
7.2,0.27,0.27,2.4,0.65,0.048,30,149,47,0.9936,3.1,87,0.51,9.2,6
6,0.36,0.39,3.2,0.9,0.027,20,125,22,0.991,3.38,27,0.39,11.3,7
5.1,0.33,0.22,1.6,0.5,0.027,18,89,39,0.9893,3.51,84,0.38,12.5,7
5,0.17,0.56,1.5,1,0.026,24,115,12,0.9906,3.48,57,0.39,10.8,7
6.3,0.39,0.35,5.9,0.65,0.04,82.5,260,25,0.9941,3.12,96,0.66,10.1,5
6.7,0.21,0.32,5.4,0.75,0.047,29,140,30,0.995,3.39,95,0.46,9.7,6
7,0.3,0.38,14.9,0.55,0.032,60,181,37,0.9983,3.18,49,0.61,9.3,7
7,0.3,0.38,14.9,0.75,0.032,60,181,29,0.9983,3.18,84,0.61,9.3,7
6.5,0.36,0.32,1.1,0.5,0.031,13,66,14,0.9916,3.1,80,0.46,10.6,5
6.1,0.55,0.15,9.8,0.55,0.031,19,125,15,0.9957,3.36,19,0.47,10.2,6
7.3,0.24,0.43,2,0.95,0.021,20,69,22,0.99,3.08,97,0.56,12.2,6
6.8,0.37,0.51,11.8,0.85,0.044,62,163,31,0.9976,3.19,71,0.44,8.8,5
6.8,0.27,0.12,1.3,0.7,0.04,87,168,24,0.992,3.18,3,0.41,10,5
8.2,0.28,0.42,1.8,0.6,0.031,30,93,16,0.9917,3.09,84,0.39,11.4,5
6.3,0.2,0.4,1.5,0.7,0.037,35,107,38,0.9917,3.46,61,0.5,11.4,6
5.9,0.26,0.27,18.2,0.55,0.048,52,168,43,0.9993,3.35,41,0.44,9.4,5
6.4,0.19,0.42,2.9,0.5,0.032,32,83,35,0.9908,3.3,23,NA,11.7,6
6.3,0.2,0.4,1.5,0.95,0.037,35,107,10,0.9917,3.46,87,0.5,11.4,6
6.8,0.37,0.51,11.8,0.8,0.044,62,163,15,0.9976,3.19,84,0.44,8.8,5
6.1,0.35,0.07,1.4,0.9,0.069,22,108,21,0.9934,3.23,73,0.52,9.2,5
7.1,0.27,0.31,18.2,0.95,0.046,55,252,44,1,3.07,94,0.56,8.7,5
6.8,0.22,0.31,6.3,0.85,0.035,33,170,18,0.9918,3.24,30,0.66,12.6,6
6.8,0.27,0.12,1.3,0.9,0.04,87,168,28,0.992,3.18,74,0.41,10,5
5.8,0.28,0.34,4,1,0.031,40,99,25,0.9896,3.39,72,0.39,12.8,7
6.9,0.49,0.24,1.2,0.9,0.049,13,125,45,0.9932,3.17,8,0.51,9.4,5
6.3,0.14,0.39,1.2,1,0.044,26,116,24,0.992,3.26,49,0.53,10.3,6
8.2,0.28,0.42,1.8,0.85,0.031,30,93,16,0.9917,3.09,7,0.39,11.4,5
7.2,0.25,0.39,18.95,0.75,0.038,42,155,38,0.9999,2.97,13,NA,9,6
7.3,0.28,0.36,12.7,0.75,0.04,38,140,50,0.998,3.3,2,0.79,9.6,6
7.2,0.19,0.39,1.2,0.65,0.036,32,85,14,0.9918,3.16,62,0.5,10.5,5
7.2,0.19,0.39,1.2,0.75,0.036,32,85,12,0.9918,3.16,80,0.5,10.5,5
7.2,0.25,0.39,18.95,0.8,0.038,42,155,14,0.9999,2.97,62,0.47,9,6
7.3,0.28,0.36,12.7,0.75,0.04,38,140,34,0.998,3.3,75,0.79,9.6,6
7.4,0.21,0.27,1.2,0.95,0.041,27,99,20,0.9927,3.19,36,0.33,9.8,6
6.8,0.26,0.22,7.7,0.55,0.047,57,210,12,0.9959,3.1,9,0.47,9,5
7.4,0.21,0.27,1.2,0.6,0.041,27,99,41,0.9927,3.19,52,0.33,9.8,6
7.4,0.31,0.28,1.6,0.5,0.05,33,137,31,0.9929,3.31,94,0.56,10.5,6
7,0.22,0.31,2.7,0.85,0.03,41,136,47,0.9898,3.16,66,0.37,12.7,7
7,0.21,0.28,8.7,0.55,0.045,NA,222,26,0.9954,3.25,54,0.54,10.4,6
7,0.21,0.28,8.6,0.8,0.045,37,221,33,0.9954,3.25,82,0.54,10.4,6
7,0.21,0.28,8.6,0.6,0.045,37,221,32,0.9954,3.25,41,0.54,10.4,6
6.9,0.23,0.38,8.3,0.8,0.047,47,162,43,0.9954,3.34,58,0.52,10.5,7
7,0.21,0.28,8.7,0.95,0.045,37,222,44,0.9954,3.25,100,0.54,10.4,6
7,0.21,0.28,8.6,0.65,0.045,37,221,25,0.9954,3.25,82,0.54,10.4,6
6.8,0.29,0.5,13.3,0.6,0.053,48,194,34,0.9974,3.09,85,0.45,9.4,5
7.8,0.21,0.27,1.2,0.55,0.051,20,89,16,0.9936,3.06,85,0.46,9.1,5
7.1,0.31,0.47,13.6,0.55,0.056,54,197,14,0.9978,3.1,82,0.49,9.3,5
6.8,0.29,0.5,13.3,0.85,0.053,48,194,26,0.9974,3.09,21,0.45,9.4,5
6.4,0.34,0.1,1.1,1,0.048,19,84,49,0.9927,3.21,96,0.38,9.8,5
7.4,0.155,0.34,2.3,0.75,0.045,73.5,214,16,0.9934,3.18,91,0.61,9.9,7
7.2,0.55,0.09,1.5,0.55,0.108,16,151,18,0.9938,3.07,70,0.57,9.2,4
7,0.23,0.36,7.1,0.75,0.028,31,104,47,0.9922,3.35,78,0.47,12.1,8
6.9,0.2,0.37,6.2,0.75,0.027,24,97,45,0.992,3.38,54,0.49,12.2,7
6.1,0.28,0.32,2.5,1,0.042,23,218.5,22,0.9935,3.27,56,0.6,9.8,5
6.6,0.16,0.32,1.4,0.9,0.035,49,186,31,0.9906,3.35,11,0.64,12.4,8
7.4,0.155,0.34,2.3,0.8,0.045,73.5,214,38,0.9934,3.18,81,0.61,9.9,7
6.2,0.35,0.04,1.2,0.9,0.06,23,108,48,0.9934,3.26,42,0.54,9.2,5
6.7,0.22,0.37,1.6,0.8,0.028,24,102,15,0.9913,3.29,77,0.59,11.6,7
6.1,0.38,0.2,6.6,1,0.033,25,137,24,0.9938,3.3,76,0.69,10.4,6
6,0.25,0.28,2.2,0.95,0.026,54,126,13,0.9898,3.43,55,0.65,12.9,8
6.6,0.52,0.44,12.2,0.75,0.048,54,245,19,0.9975,3.26,57,0.54,9.3,6
6.9,0.24,0.36,20.8,1,0.031,40,139,37,0.9975,3.2,7,0.33,11,6
7.1,0.32,0.32,11,1,0.038,16,66,17,0.9937,3.24,36,0.4,11.5,3
5.8,0.28,0.27,2.6,0.55,0.054,30,156,49,0.9914,3.53,34,0.42,12.4,5
6.5,0.41,0.24,14,0.85,0.048,24,113,29,0.9982,3.44,5,0.53,9.8,6
6.5,0.41,0.24,14,0.75,0.048,24,113,42,0.9982,3.44,38,0.53,9.8,6
6.4,0.28,0.29,1.6,0.55,0.052,34,127,32,0.9929,3.48,6,0.56,10.5,7
7.2,0.6,0.2,9.9,0.75,0.07,21,174,27,0.9971,3.03,36,0.54,9.1,5
6.1,0.2,0.25,1.2,0.8,0.038,34,128,18,0.9921,3.24,86,0.44,10.1,5
5.9,0.46,0.14,2.7,0.65,0.042,27,160,10,0.9931,3.46,52,0.51,10.6,7
6,0.27,0.27,1.6,0.75,0.046,32,113,16,0.9924,3.41,59,0.51,10.5,7
6.4,0.28,0.29,1.6,0.8,0.052,34,127,28,0.9929,3.48,25,0.56,10.5,7
6.4,0.41,0.24,14,0.8,0.048,24,113,25,0.9982,3.44,59,0.53,9.8,6
6.3,0.23,0.31,1.5,0.9,0.022,11,82,36,0.9892,3.3,11,0.4,12.9,7
7.1,0.21,0.27,8.6,0.8,0.056,26,111,31,0.9956,2.95,97,0.52,9.5,5
6,0.37,0.32,1,0.65,0.053,31,218.5,24,0.9924,3.29,58,0.72,9.8,6
6.1,0.43,0.35,9.1,0.85,0.059,83,249,17,0.9971,3.37,15,0.5,8.5,5
7.1,0.21,0.27,8.6,0.85,0.056,26,111,36,0.9956,2.95,12,0.52,9.5,5
7,0.25,0.29,15.2,0.95,0.047,40,171,30,0.9982,3.22,85,0.45,9.3,5
5.9,0.25,0.19,12.4,0.65,0.047,50,162,23,0.9973,3.35,38,0.38,9.5,5
6.8,0.32,0.21,2.2,0.55,0.044,15,68,47,0.9932,3.17,91,0.39,9.4,6
7.2,0.39,0.62,11,0.75,0.047,66,178,42,0.9976,3.16,60,0.5,8.7,5
6.3,0.21,0.58,10,0.95,0.081,34,126,24,0.9962,2.95,24,0.46,8.9,5
7,0.14,0.32,9,1,0.039,54,141,47,0.9956,3.22,7,0.43,9.4,6
6.8,0.32,0.21,2.2,1,0.044,15,68,27,0.9932,3.17,61,0.39,9.4,6
7.2,0.39,0.62,11,0.9,0.047,66,178,12,0.9976,3.16,58,0.5,8.7,5
7.2,0.29,0.53,18.15,0.7,0.047,59,182,30,0.9992,3.09,41,0.52,9.6,5
8.6,0.37,0.7,12.15,0.7,0.039,21,158,35,0.9983,3,64,0.73,9.3,6
6.5,0.38,0.34,3.4,0.75,0.036,34,200,47,0.9937,3.14,19,0.76,10,5
6.6,0.24,0.29,2,0.7,0.023,19,86,16,0.99,3.25,88,0.45,12.5,6
7,0.17,0.31,4.8,0.95,0.034,34,132,29,0.9944,3.36,59,0.48,9.6,7
5.5,0.16,0.22,4.5,0.65,0.03,30,102,39,0.9938,3.24,21,0.36,9.4,6
7,0.24,0.51,11,0.75,0.029,55,227,21,0.9965,3.03,28,0.61,9.5,5
7.4,0.28,0.36,1.1,0.5,0.028,42,105,22,0.9893,2.99,81,0.39,12.4,7
7,0.22,0.28,1.5,0.7,0.037,29,115,29,0.9927,3.11,97,0.55,10.5,6
7.1,0.55,0.13,1.7,0.5,0.073,21,165,46,0.994,2.97,26,0.58,9.2,6
6.3,0.22,0.33,1.7,1,0.041,67,164,26,0.9928,3.32,55,0.56,10.4,6
6.7,0.47,0.34,8.9,0.55,0.043,31,172,26,0.9964,3.22,75,0.6,9.2,5
5.9,0.36,0.41,1.3,0.8,0.047,45,104,12,0.9917,3.33,61,0.51,10.6,6
5.8,0.25,0.24,13.3,0.95,0.044,41,137,27,0.9972,3.34,47,0.42,9.5,5
6.7,0.47,0.34,8.9,1,0.043,31,172,43,0.9964,3.22,19,0.6,9.2,5
6.2,0.37,0.3,6.6,0.55,0.346,79,200,29,0.9954,3.29,59,0.58,9.6,5
6.2,0.18,0.38,1.5,0.75,0.028,36,117,35,0.993,3.47,60,0.54,9.7,6
6,0.16,0.37,1.5,0.55,0.025,43,117,36,0.9928,3.46,33,0.51,9.7,6
6.6,NA,0.28,1.3,0.55,0.035,32,90,15,0.9916,3.1,56,0.42,10.7,6
7.4,0.29,0.29,1.6,0.55,0.045,53,180,44,0.9936,3.34,78,0.68,10.5,6
7.4,0.26,0.31,7.6,0.9,0.047,52,177,17,0.9962,3.13,46,0.45,8.9,6
7,0.28,0.36,1,0.5,0.035,8,70,25,0.9899,3.09,54,0.46,12.1,6
7.1,0.23,0.39,1.6,0.6,0.032,12,65,41,0.9898,3.25,57,0.4,12.7,7
7.8,0.19,0.26,8.9,0.7,0.039,42,182,15,0.996,3.18,64,0.46,9.9,6
6.3,0.19,0.28,1.8,0.75,0.022,28,158,23,0.9907,3.2,21,0.64,11.4,6
6.8,0.2,0.38,4.7,0.7,0.04,27,103,41,0.994,3.37,2,0.58,10.7,6
5.7,0.44,0.13,7,0.55,0.025,28,173,27,0.9913,3.33,11,0.48,12.5,6
7.2,0.4,0.62,10.8,0.95,0.041,70,189,19,0.9976,3.08,98,0.49,8.6,4
6.8,0.23,0.32,1.6,1,0.026,43,147,29,0.9904,3.29,63,0.54,12.5,6
5.7,0.335,0.34,1,0.5,0.04,13,174,24,0.992,3.27,58,0.66,10,5
7.2,0.4,0.62,10.8,0.75,0.041,70,189,46,0.9976,3.08,0,0.49,8.6,4
7.2,0.28,0.54,16.7,0.65,0.045,54,200,44,0.999,3.08,98,0.49,9.5,6
6.8,0.19,0.58,14.2,0.7,0.038,51,164,18,0.9975,3.12,50,NA,9.6,6
6.4,0.3,0.3,2.25,0.85,0.038,8,210,31,0.9937,3.2,14,0.62,9.9,6
6.5,0.3,0.29,2.25,0.5,0.037,8,210,27,0.9937,3.19,17,0.62,9.9,5
7.8,0.18,0.31,12.2,0.85,0.053,46,140,49,0.998,3.06,35,0.53,8.9,6
7.8,0.18,0.31,12.2,0.5,0.053,46,140,26,0.998,3.06,96,0.53,8.9,6
7.3,0.51,0.26,3.3,0.5,0.09,7,135,33,0.9944,3.01,29,0.52,8.8,5
6,0.24,0.27,1.9,0.9,0.048,40,170,44,0.9938,3.64,59,0.54,10,7
5.9,0.62,0.28,3.5,0.85,0.039,55,152,31,0.9907,3.44,50,0.44,12,6
6,0.24,0.27,1.9,0.7,0.048,40,170,42,0.9938,3.64,9,0.54,10,7
6.7,0.27,0.12,1.3,0.8,0.041,62,138,23,0.9921,3.21,97,0.42,10,6
7.8,0.34,0.35,1.8,0.85,0.042,8,167,13,0.9908,3.11,63,0.41,12.1,6
7.3,0.26,0.36,5.2,0.8,0.04,31,141,14,0.9931,3.16,36,0.59,11,6
7.4,0.36,0.33,1.4,0.9,0.025,27,55,27,0.9915,3.21,36,0.33,11.2,6
7.8,0.28,0.32,9,0.8,0.036,34,115,42,0.9952,3.17,30,0.39,10.3,7
6.1,0.31,0.26,2.2,1,0.051,28,167,36,0.9926,3.37,60,0.47,10.4,6
6.8,0.18,0.37,1.6,0.65,0.055,47,154,18,0.9934,3.08,38,0.45,9.1,5
7.4,0.15,0.42,1.7,0.8,0.045,49,154,16,0.992,3,29,0.6,10.4,6
5.9,0.13,0.28,1.9,0.8,0.05,20,78,26,0.9918,3.43,94,0.64,10.8,6
7.2,0.34,0.34,12.6,0.95,0.048,7,41,14,0.9942,3.19,1,0.4,11.7,5
7.9,0.19,0.26,2.1,0.9,0.039,8,143,20,0.9942,3.05,33,0.74,9.8,5
7.9,0.19,0.26,2.1,0.9,0.039,8,143,26,0.9942,3.05,24,0.74,9.8,5
6.9,0.25,0.4,1.3,0.7,0.038,22,101,25,0.9901,3.03,48,0.39,11.4,6
5.8,0.36,0.32,1.7,0.8,0.033,22,96,22,0.9898,3.03,95,0.38,11.2,6
5.6,0.35,0.37,1,0.65,0.038,6,72,49,0.9902,3.37,25,0.34,11.4,5
5.9,0.32,0.39,3.3,0.65,0.114,24,140,19,0.9934,3.09,71,0.45,9.2,6
7.2,0.31,0.46,5,0.95,0.04,3,29,38,0.9906,3.04,32,0.53,12.5,4
6.1,0.28,0.22,1.8,0.95,0.034,32,116,16,0.9898,3.36,1,0.44,12.6,6
5.2,0.36,0.02,1.6,0.95,0.031,24,104,13,0.9896,3.44,8,0.35,12.2,6
5.6,0.19,0.47,4.5,1,0.03,19,112,13,0.9922,3.56,46,0.45,11.2,6
6.4,0.1,0.35,4.9,0.6,0.048,31,103,50,0.9947,3.43,8,0.79,9.7,6
6.4,0.18,0.48,4,0.75,0.186,64,150,35,0.9945,3.06,93,0.4,9.3,5
7.4,0.25,0.36,13.2,0.85,0.067,53,178,37,0.9976,3.01,96,0.48,9,6
7.4,0.25,0.36,13.2,0.55,0.067,NA,178,19,0.9976,3.01,20,0.48,9,6
7.4,0.25,0.36,13.2,0.65,0.067,53,178,42,0.9976,3.01,57,0.48,9,6
7.9,0.345,0.51,15.3,0.6,0.047,54,171,11,0.9987,3.09,1,0.51,9.1,5
7.9,0.345,0.51,15.3,0.6,0.047,54,171,49,0.9987,3.09,48,0.51,9.1,5
7.4,0.25,0.36,13.2,0.9,0.067,53,178,38,0.9976,3.01,56,0.48,9,6
6.1,0.24,0.3,1.5,0.6,0.045,22,61,14,0.992,3.31,70,0.54,10.4,5
6.8,0.25,0.24,4.55,0.8,0.053,41,211,26,0.9955,3.37,48,0.67,9.5,6
6.7,0.31,0.31,9.9,0.5,0.04,10,175,26,0.9953,3.46,57,0.55,11.4,4
7.2,0.46,0.65,10.4,1,0.05,76,192,37,0.9976,3.16,82,0.42,8.7,5
5.5,0.35,0.35,1.1,0.7,0.045,14,167,42,0.992,3.34,78,0.68,9.9,6
6.7,NA,0.41,8.7,0.9,0.036,29,148,15,0.9952,3.22,29,0.62,9.9,6
6.8,0.28,0.17,13.9,0.5,0.047,49,162,25,0.9983,3.21,80,0.51,9,6
6.4,0.16,0.22,1.4,0.5,0.04,41,149,20,0.9933,3.49,10,0.58,10,6
6.3,0.26,0.24,7.2,0.85,0.039,38,172,13,0.9958,3.49,13,0.64,9.7,6
7.7,0.22,0.42,1.9,0.75,0.052,10,87,25,0.9922,3.3,71,0.49,11.8,6
6.5,0.18,0.31,1.7,0.8,0.044,30,127,34,0.9928,3.49,43,0.5,10.2,7
7.2,0.46,0.65,10.4,0.65,0.05,76,192,32,0.9976,3.16,26,0.42,8.7,5
7,0.3,0.51,13.6,0.5,0.05,40,168,23,0.9976,3.07,39,0.52,9.6,7
9.2,0.25,0.34,1.2,0.65,0.026,31,93,19,0.9916,2.93,54,0.37,11.3,7
7.8,0.28,0.34,1.6,0.55,0.028,32,118,20,0.9901,3,34,0.38,12.1,7
7,0.3,0.51,13.6,0.95,0.05,40,168,27,0.9976,3.07,47,0.52,9.6,7
7.8,0.28,0.34,1.6,0.85,0.028,32,118,36,0.9901,3,80,0.38,12.1,7
9.2,0.25,0.34,1.2,0.8,0.026,31,93,20,0.9916,2.93,44,0.37,11.3,7
